rozpłakać się|zapłakać	płakać|wylewać łzy|lać łzy|ronić łzy
zachorować	chorować
znaleźć się	być|znajdować się
znaleźć się	znajdować się|mieścić się
rozsmakować się	lubić|gustować
polubić	lubić|gustować
zawiać|powiać	wiać
rozpromienić się|rozjaśnić się|rozświetlić się|opromienić się|pojaśnieć	emanować|promieniować|promienieć|jaśnieć
zabić|wybić	bić|wybijać
poczuć|odczuć|uczuć	czuć|odczuwać
skumać|zajarzyć|chwycić|zaskoczyć|załapać|skapować|zakapować|zaczaić	kumać|czaić|chwytać|łapać|kapować|jarzyć|kontaktować
porwać|wyrwać	rwać
zagadnąć|zagadać|zagabnąć	rozmawiać|dialogować|mówić
zaskoczyć|odblokować się	funkcjonować|działać|chodzić|być na chodzie|iść|pracować
uznać	uznawać
uzupełnić|dopełnić	uzupełniać|dopełniać
dostrzec|dojrzeć	widzieć
zaświecić	świecić|palić się
zadziałać	funkcjonować|działać|chodzić|być na chodzie|iść|pracować
zaintonować	śpiewać|odśpiewywać
zaatakować	atakować
wprowadzić	używać|korzystać|posługiwać się|wykorzystywać|stosować
zechcieć|nabrać ochoty	chcieć|mieć chęć|mieć ochotę|życzyć sobie
poczuć|wyczuć	przeczuwać|czuć
poczuć	czuć|wyczuwać
poczuć|odczuć|uczuć	czuć|odczuwać
usiąść|siąść	siedzieć
usiąść|siąść	siedzieć
ująć|zatrzymać	trzymać
przerazić się|struchleć|strwożyć się|zatrwożyć się	trwożyć się|truchleć
zadrżeć|zadrgać	drgać|drżeć
włączyć	gotować|kucharzyć|pitrasić|pichcić|warzyć
zakochać się|wpaść|rozkochać się	kochać|obdarzać uczuciem|darzyć uczuciem|darzyć miłością|obdarzać miłością
objąć	obejmować
utknąć|utkwić	tkwić
utkwić	tkwić
otoczyć	otaczać
zacząć	pisać
zacząć	mówić
zawyć	wyć
zabrzmieć	brzmieć
wybuchnąć|wykipieć|zakipieć|zawrzeć	wyrażać|okazywać|uzewnętrzniać|objawiać
odezwać się|przemówić	mówić
obdarować|obdarzyć	obdarowywać|obdarzać|darzyć uczuciem|obdarzać uczuciem|darzyć
zaufać|uwierzyć	ufać|wierzyć
uwierzyć	wierzyć
zawierzyć|zaufać|uwierzyć	ufać|zawierzać|żywić wiarę|wierzyć
wejść	iść
wejść	zaliczać się
rozpadać się	padać
wyjrzeć	wyglądać
zabrzmieć|wydać dźwięk|zadźwięczeć	brzmieć|wydawać dźwięk|dźwięczeć
zagwizdać	gwizdać
rozśpiewać się	śpiewać|odśpiewywać
rozszczekać się	szczekać
rozszczekać się	szczekać
rozkrzyczeć się	krzyczeć|wykrzykiwać
rozkrzyczeć się	krzyczeć
zabrzęczeć	brzęczeć|brząkać|brzękać
zapiszczeć	piszczeć
nawrócić się	wyznawać
wypełnić|zapełnić|napełnić	wypełniać|zapełniać|napełniać
zasyczeć	syczeć|sykać
lunąć	lać
zaświecić się|zapalić się	świecić|palić się
rozciągnąć się	rozpościerać się|rozciągać się|rozlegać się|roztaczać się
nasunąć się	pokrywać|okrywać
zaćmić	ćmić
zafalować	falować
zagościć|postać	gościć
zagościć	bawić|gościć
zagrzmieć	grzmieć
zagrzmieć	grzmieć
zawisnąć	wisieć|zwisać|zwieszać się
zawisnąć	wisieć|zwisać|zwieszać się
zawisnąć	zagrażać|grozić|wisieć nad głową|wisieć
zewrzeć się	zmagać się|siłować się|mocować się
przyczepić się	przywierać|przylegać
zaskrzypieć	skrzypieć
rozgdakać się	gdakać
zabuczeć	buczeć
zadudnić	dudnić
zaklekotać	klekotać
zaprzyjaźnić się	przyjaźnić się
rozentuzjazmować się	zachwycać się|achać|entuzjazmować się|fascynować się
zatlić się	tlić się|ćmić|tleć
spoić się	przywierać|przylegać
wczuć się|zrozumieć	wczuwać się|rozumieć
wczuć się	wczuwać się
rozedrgać się	drgać
ubezpieczyć	ubezpieczać
rozbłysnąć|zabłysnąć	błyszczeć
zaiskrzyć|zaiskrzyć się	iskrzyć się|skrzyć się|skrzyć
zaiskrzyć	iskrzyć
zajarzyć się	jarzyć się
zapulsować|zatętnić|zawrzeć	tętnić|wrzeć|pulsować|kipieć|burzyć się|gotować się|buzować
utożsamić się|zidentyfikować się	utożsamiać się|identyfikować się
zamilczeć	milczeć
utożsamić się	znaczyć|oznaczać
zaprenumerować	prenumerować
zacumować	cumować
spocząć	spoczywać|leżeć
bryknąć	biec|gonić|gnać|biegnąć
oberwać się	lać
zmonopolizować	dominować|przeważać|górować
obstawić	chronić|bronić|ochraniać
rozgorzeć	pałać|gorzeć|goreć
zaskwierczeć	skwierczeć
wziąć na hol	holować
obsiąść|obleźć	pokrywać|okrywać
rozświergotać się|rozszczebiotać się	ćwierkać|szczebiotać|świergotać
rozgadać się	gadać|gawędzić
zachorować psychicznie|zachorować na głowę	chorować psychicznie|chorować umysłowo|chorować na głowę|szwankować na umyśle
zbzikować|sfiksować|ześwirować|dostać fioła|dostać fisia|dostać bzika|dostać hysia|dostać hyzia|dostać hopla|dostać kota|dostać kręćka|dostać szmergla|dostać świra	mieć hopla|mieć kota|mieć kręćka|mieć szmergla
zapachnieć	pachnieć|wonieć|pachnąć
pokręcić się|skręcić się	kręcić się|skręcać się|wić się
zadumać się	myśleć|rozumować|dumać|medytować|rozmyślać
zamyślić się	myśleć|rozumować|dumać|medytować|rozmyślać
zatonąć|zatopić się|utonąć	tonąć|topić się
zatonąć|zapaść	tonąć|zapadać
rozgęgać się	gęgać|gęgotać
zagrzechotać	grzechotać
zwariować|oszaleć	szaleć|wariować
zamruczeć	mruczeć
rozdzwonić się	dzwonić
rozdźwięczeć|rozdźwięczeć się	brzmieć|wydawać dźwięk|dźwięczeć
pokryć się	pokrywać się
rozkwilić się	płakać|wylewać łzy|lać łzy|ronić łzy
rozkwilić się	płakać|wylewać łzy|lać łzy|ronić łzy
podpaść	podpadać|wpisywać się
odizolować się|odosobnić się	unikać|stronić
zagnieździć się|zalęgnąć się|zaląc się|założyć legowisko	gnieździć się
osiągnąć	charakteryzować się|cechować się|posiadać|odznaczać się|nosić|mieć
rozżalić się	żalić się|wyżalać się
skłębić się|zakotłować się|zakłębić się	kłębić się|kotłować się
rozsierdzać się	gniewać się
pójść	uczęszczać
chwycić się|złapać się|czepić się|uchwycić się	trzymać się|przytrzymywać się
rozwibrować się	wibrować
zatrąbić	trąbić
poczuć się	czuć się
rozmarzyć się	zamarzyć się
rozmarzyć się	marzyć|fantazjować|roić|śnić
przeczuć	przeczuwać|czuć
rozdygotać się	trząść się|drżeć|dygotać|drgać|chodzić|wstrząsać się
przysłuchać się|wsłuchać się	nasłuchiwać|przysłuchiwać się|wsłuchiwać się|łowić uchem|nadsłuchiwać
rozrechotać się	rechotać|zaśmiewać się
zagorączkować	gorączkować
wykupić	korzystać|zyskiwać|ciągnąć zyski|czerpać korzyści|dobrze wychodzić
wpasować się	wpasowywać się
wkomponować się	wkomponowywać się
nadąsać się|nadąsać policzki|nabzdyczyć się|rozdąsać się	dąsać się|mieć muchy w nosie|boczyć się
zamarzyć|wymarzyć	marzyć
spienić się|zapienić się	pienić się|pieklić się|spieniać się|toczyć pianę|toczyć pianę z ust|bić pianę
zaśmierdnąć|zaśmiardnąć	śmierdzieć|cuchnąć|jechać
zakipieć	kipieć
zakolegować się|zakumplować się	kumplować się|kolegować się
rozszaleć się	szaleć
oszaleć	uwielbiać|wielbić|przepadać|ubóstwiać|szaleć
rozigrać się|rozswawolić się|rozbrykać się|rozdokazywać się	szaleć|dokazywać|baraszkować|figlować|harcować|hasać|swawolić|wariować|zbytkować|brykać|fikać koziołki|stawać na głowie|kozaczyć
zestresować się	stresować się
zachlupać|zachlupotać|zapluskać	chlupać|chlupotać|pluskać
zabulgotać|zagulgotać|zabełkotać	bulgotać|gulgotać|bełkotać
zasromać się|zalterować się	sromać się
roziskrzyć się	iskrzyć się|skrzyć się|skrzyć
zakrzątnąć się	krzątać się
rozmazać się	mazgaić się|mazać się
zaciemnieć	ciemnieć
zabębnić	bębnić
zastukać	stukać
zakołysać się|rozkołysać się|rozbujać się|rozhuśtać się	kołysać się|kiwać się|bujać się|gibać się|huśtać się
zadurzyć się	podkochiwać się|durzyć się
zaczernić się|poczernieć	ciemnieć|czernić się
zaczernić się|zaciemnić się	czernieć|czernić się
rozszumieć się	szumieć
rozszumieć się	szumieć
rozszumieć się	musować|szumieć
zajęczeć|załkać	zawodzić|łkać|jęczeć
obruszyć się	usuwać się|osuwać się|obsuwać się
zahuczeć|ryknąć|huknąć|gruchnąć	huczeć|ryczeć
zasapać|sapnąć	sapać
zawtórować	wtórować
zawtórować	wtórować
zirytować się	irytować się
rozkaszleć się|rozkasłać się	kaszleć|kasłać
zachrypieć	chrypieć
zaszemrać	szemrać
zeszklić się	błyszczeć|świecić się|świecić|lśnić|połyskiwać|jaśnieć|lśnić się|błyszczeć się|jarzyć się|promienieć|szklić się|żarzyć się
zaśmierdzieć	śmierdzieć|cuchnąć|jechać
zapanować	panować
wydzierżawić	dzierżawić|wydzierżawiać
rozplotkować się	plotkować|mówić|gadać
zasmakować	smakować|przypadać do smaku
zadziałać	działać|operować
rozchichotać się	chichotać
zamarzyć się	marzyć się
związać się	należeć
zaszeleścić	szeleścić
zatrzeszczeć	trzeszczeć
zaburczeć	burczeć
zarzęzić	rzęzić
zaterkotać|zaturkotać	terkotać|turkotać
zaparkotać|zapyrkotać|zapyrkać	pyrkotać|pyrkać|perkotać|parkotać|pykać
zagruchotać	gruchotać
zadzwonić	dzwonić
zaszczękać	szczękać
zachrzęścić	chrzęścić|chrzęszczeć|chrupać
zazgrzytać	zgrzytać
zawarczeć	warczeć|warkotać
rozbrzmieć|rozlec się|odezwać się	rozbrzmiewać|rozlegać się|odzywać się
uświadomić sobie|zdać sobie sprawę	uświadamiać sobie|zdawać sobie sprawę
posiąść|przyswoić|opanować	posiadać
posiąść	posiadać
obwisnąć	obwisać
spocząć	spoczywać
spocząć	spoczywać
spocząć	spoczywać
stanąć	stać
stanąć	stać
stanąć	stać
stanąć	stać
stanąć	stać
stanąć	stać
stanąć	stać
stanąć	stać|stać sztorcem
przechylić się	przechylać się
zachorować na głowę	chorować na głowę
zabawić się w chowanego|zabawić się w kotka i myszkę	igrać
wariować	chorować psychicznie|chorować umysłowo|chorować na głowę|szwankować na umyśle
zdać się	polegać|zdawać się
zawisnąć na włosku	wisieć na włosku
poczuć miętę	czuć miętę
zasnąć jak niemowlę	spać jak niemowlę
zobaczyć gołym okiem	widzieć gołym okiem
poczuć bluesa	czuć bluesa
